Title,Year,IMDb_Rating,Votes,Metascore,Runtime,Genre
Mimi,2021,7.8,45K,N/A,2h 12m,"Hindi, Comedy, Drama"
The Informer,2019,6.6,45K,61,1h 53m,"Police Procedural, Prison Drama, Spy, Action, Crime, Drama, Thriller"
Close,2022,7.8,45K,81,1h 44m,"French, Teen Drama, Drama"
The Walking Dead: The Ones Who Live,2024,7.7,45K,N/A,TV-MA,"Zombie Horror, Drama, Horror, Thriller"
Spaceman,2024,5.7,45K,55,1h 47m,"Space Sci-Fi, Adventure, Drama, Romance, Sci-Fi"
FUBAR,2023–2025,6.5,45K,75,TV-MA,"Spy, Action, Adventure, Comedy, Thriller"
Incident in a Ghostland,2018,6.4,45K,N/A,1h 31m,"Psychological Horror, Tragedy, Drama, Horror, Mystery, Thriller"
Together,2025,6.7,45K,44,1h 42m,"Body Horror, Psychological Horror, Horror, Romance"
Dandadan,2024–,8.3,45K,N/A,TV-14,"Japanese, Adult Animation, Alien Invasion, Anime, Dark Comedy, Hand-Drawn Animation, Shōnen, Supernatural Fantasy, Teen Comedy, Teen Fantasy"
Gehraiyaan,2022,5.6,45K,N/A,2h 28m,"Hindi, Drama, Romance"
The Studio,2025–,8.1,45K,N/A,TV-MA,"Satire, Showbiz Drama, Workplace Drama, Comedy, Drama"
Synchronic,2019,6.2,45K,64,1h 42m,"Psychological Horror, Time Travel, Drama, Horror, Mystery, Sci-Fi, Thriller"
NCR Days,2022–,8.9,45K,N/A,N/A,"Hindi, Drama"
The Continental,2023,7.1,45K,N/A,TV-MA,"Action, Crime, Thriller"
The Rain,2018–2020,6.3,45K,N/A,TV-MA,"Danish, Dystopian Sci-Fi, Sci-Fi Epic, Drama, Sci-Fi, Thriller"
Smallfoot,2018,6.6,45K,60,1h 36m,"Computer Animation, Quest, Slapstick, Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical"
Kandahar,2023,6.1,45K,52,1h 59m,"Conspiracy Thriller, One-Person Army Action, Action, Drama, Thriller"
Fountain of Youth,2025,5.7,45K,41,2h 5m,"Action, Adventure, Fantasy, Mystery"
I Am Groot,2022–2023,6.7,45K,N/A,TV-PG,"Superhero, Action, Adventure, Animation, Comedy, Fantasy, Sci-Fi, Short"
My Old Ass,2024,6.9,45K,74,1h 29m,"Coming-of-Age, Comedy, Drama, Romance"
Hanna,2019–2021,7.6,45K,N/A,TV-MA,"Coming-of-Age, Epic, One-Person Army Action, Political Drama, Teen Drama, Action, Crime, Drama, Romance"
Ghosts,2021–,7.9,45K,N/A,TV-PG,"Sitcom, Supernatural Fantasy, Comedy, Fantasy"
Arcane,2021–2024,9.7,45K,N/A,44m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Stree 2: Sarkate Ka Aatank,2024,6.9,45K,N/A,2h 27m,"Hindi, Monster Horror, Supernatural Horror, Comedy, Horror"
House of the Dragon,2022–,6.4,44K,N/A,1h 9m,"Fantasy Epic, Political Drama, Sword & Sorcery, Action, Adventure, Drama, Fantasy, Romance"
Hypnotic,2023,5.5,44K,53,1h 33m,"Conspiracy Thriller, Psychological Thriller, Action, Drama, Mystery, Sci-Fi, Thriller"
Attack on Titan,2013–2023,9.5,44K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
Replicas,2018,5.5,44K,19,1h 47m,"Artificial Intelligence, Cyberpunk, Action, Drama, Sci-Fi, Thriller"
High Life,2018,5.7,44K,78,1h 53m,"Dystopian Sci-Fi, Psychological Drama, Drama, Sci-Fi, Thriller"
Haunt,2019,6.3,44K,69,1h 32m,"Slasher Horror, Teen Horror, Horror, Thriller"
Jayeshbhai Jordaar,2022,6,44K,N/A,2h 1m,"Hindi, Comedy, Drama"
The Voyeurs,2021,6.1,44K,54,1h 56m,"Erotic Thriller, Suspense Mystery, Drama, Mystery, Romance, Thriller"
Kabir Singh,2019,7,44K,N/A,2h 53m,"Hindi, Dark Romance, Medical Drama, Psychological Drama, Drama, Romance"
Me Time,2022,5.1,44K,25,1h 41m,"Buddy Comedy, Comedy"
Leo,2023,7,44K,65,1h 42m,"Animal Adventure, Computer Animation, Satire, Adventure, Animation, Comedy, Family, Musical"
Kill,2023,7.4,44K,74,1h 45m,"Hindi, Action Epic, One-Person Army Action, Action, Crime, Drama, Thriller"
Ron's Gone Wrong,2021,7.1,44K,65,1h 47m,"Artificial Intelligence, Buddy Comedy, Coming-of-Age, Computer Animation, Urban Adventure, Adventure, Animation, Comedy, Drama, Family"
Three Identical Strangers,2018,7.6,44K,81,1h 36m,"Docudrama, Psychological Drama, Biography, Documentary, Drama, History, Mystery"
Freaks,2018,6.7,44K,63,1h 45m,"Suspense Mystery, Drama, Fantasy, Mystery, Sci-Fi, Thriller"
Cobweb,2023,5.9,44K,50,1h 28m,"Psychological Horror, Psychological Thriller, Horror, Mystery, Thriller"
Eli,2019,5.8,44K,N/A,1h 38m,"Medical Drama, Supernatural Horror, Drama, Horror, Mystery, Thriller"
No Sudden Move,2021,6.4,44K,76,1h 55m,"Conspiracy Thriller, Heist, Crime, Drama, Mystery, Thriller"
Attack on Titan,2013–2023,9.2,44K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
Drishyam 2,2021,8.4,44K,N/A,2h 32m,"Malayalam, Psychological Thriller, Crime, Drama, Mystery, Thriller"
Nyad,2023,7.1,44K,63,2h 1m,"Docudrama, Water Sport, Biography, Drama, Sport"
God of War,2018,9.5,44K,N/A,M,"Dark Fantasy, Action, Adventure, Drama, Fantasy"
Mr Inbetween,2018–2021,8.7,44K,N/A,TV-MA,"Dark Comedy, Quirky Comedy, Comedy, Crime, Drama"
Dhamaka,2021,6.7,44K,N/A,1h 43m,"Hindi, Action, Crime, Drama, Thriller"
Percy Jackson and the Olympians,2023–,7,44K,N/A,TV-PG,"Fantasy Epic, Supernatural Fantasy, Teen Adventure, Teen Fantasy, Action, Adventure, Family, Fantasy"
The Legend of Tomiris,2019,6.3,44K,N/A,2h 36m,"Action, Drama, Fantasy, War"
Braven,2018,5.9,44K,61,1h 34m,"Action, Thriller"
Jailer,2023,7.1,44K,N/A,2h 48m,"Tamil, Cop Drama, One-Person Army Action, Action, Comedy, Crime, Thriller"
The Platform 2,2024,4.9,44K,45,1h 39m,"Spanish, Dystopian Sci-Fi, Horror, Sci-Fi, Thriller"
Your Place or Mine,2023,5.7,43K,49,1h 49m,"Romantic Comedy, Comedy, Romance"
Overboard,2018,6,43K,42,1h 52m,"Romantic Comedy, Comedy, Romance"
Copshop,2021,6.2,43K,61,1h 47m,"Conspiracy Thriller, Action, Thriller"
Migration,2023,6.6,43K,56,1h 23m,"Animal Adventure, Computer Animation, Adventure, Animation, Comedy, Family"
Lamb,2021,6.3,43K,68,1h 46m,"Body Horror, Psychological Horror, Drama, Fantasy, Horror"
Daisy Jones & The Six,2023,8.1,43K,N/A,TV-MA,"Period Drama, Showbiz Drama, Drama, Music, Romance"
At Eternity's Gate,2018,6.9,43K,76,1h 51m,"Docudrama, Period Drama, Biography, Drama, History"
Arcane,2021–2024,9.7,43K,N/A,39m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
96,2018,8.5,43K,N/A,2h 38m,"Tamil, Drama, Romance"
It's Okay to Not Be Okay,2020,8.6,43K,N/A,TV-MA,"Korean, Dark Comedy, Korean Drama, Psychological Drama, Romantic Comedy, Comedy, Drama, Romance"
The Tragedy of Macbeth,2021,7.1,43K,87,1h 45m,"Period Drama, Political Drama, Political Thriller, Psychological Drama, Psychological Thriller, Suspense Mystery, Tragedy, Drama, Mystery, Thriller"
Wolfwalkers,2020,8,43K,87,1h 43m,"Coming-of-Age, Dark Fantasy, Fairy Tale, Hand-Drawn Animation, Teen Adventure, Action, Adventure, Animation, Drama, Family"
Hollywood,2020,7.5,43K,65,TV-MA,"Costume Drama, Period Drama, Satire, Showbiz Drama, Workplace Drama, Comedy, Drama"
Harrigan's Phone,2022,6,43K,N/A,1h 44m,"Supernatural Horror, Teen Horror, Drama, Horror, Mystery"
Attack on Titan,2013–2023,8.6,43K,55,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
Drop,2025,6.1,43K,N/A,1h 35m,"Whodunnit, Drama, Mystery, Thriller"
Attack on Titan,2013–2023,8.9,43K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
Antim: The Final Truth,2021,6.1,43K,N/A,2h 18m,"Hindi, Action, Crime, Drama, Thriller"
Horizon: An American Saga - Chapter 1,2024,6.6,43K,49,3h 1m,"Epic, Western Epic, Drama, Western"
Late Night,2019,6.5,43K,70,1h 42m,"Satire, Workplace Drama, Comedy, Drama"
Don't Move,2024,5.8,43K,54,1h 32m,"Psychological Horror, Psychological Thriller, Survival, Horror, Thriller"
The Boys,2019–,9.6,43K,N/A,1h 1m,"Dark Comedy, Psychological Drama, Raunchy Comedy, Satire, Superhero, Action, Comedy, Crime, Drama, Sci-Fi"
Stranger Things,2016–2025,9.5,43K,N/A,1h 18m,"Dark Fantasy, Fantasy Epic, Monster Horror, Sci-Fi Epic, Supernatural Fantasy, Supernatural Horror, Teen Horror, Drama, Fantasy, Horror"
The Art of Self-Defense,2019,6.6,43K,65,1h 44m,"Dark Comedy, Martial Arts, Action, Comedy, Crime, Drama, Mystery, Thriller"
"Good Luck to You, Leo Grande",2022,7.2,43K,78,1h 37m,"Quirky Comedy, Comedy, Drama"
All the Bright Places,2020,6.6,43K,61,1h 47m,"Drama, Romance"
Malcolm & Marie,2021,6.6,43K,44,1h 46m,"Psychological Drama, Drama, Romance"
Willy's Wonderland,2021,5.5,43K,53,1h 28m,"Dark Comedy, Splatter Horror, Supernatural Horror, Action, Comedy, Horror, Thriller"
The Hate U Give,2018,7.5,43K,81,2h 13m,"Coming-of-Age, Teen Drama, Crime, Drama"
Pam & Tommy,2022,7.3,43K,N/A,TV-MA,"Dark Comedy, Docudrama, Satire, Steamy Romance, Biography, Comedy, Drama, Romance"
Old Henry,2021,7.3,43K,69,1h 39m,"One-Person Army Action, Action, Drama, Western"
After We Collided,2020,5.1,43K,14,1h 45m,"Steamy Romance, Tragic Romance, Drama, Romance"
Special OPS,2020–2025,8.6,43K,N/A,N/A,"Hindi, Globetrotting Adventure, Spy, Action, Crime, Thriller"
The 355,2022,5.6,42K,40,2h 2m,"Cyber Thriller, Spy, Action, Thriller"
Star Wars: Tales of the Jedi,2022,8.1,42K,N/A,TV-PG,"Computer Animation, Sci-Fi Epic, Space Sci-Fi, Action, Adventure, Animation, Drama, Fantasy, Sci-Fi, Short"
Honey Boy,2019,7.2,42K,73,1h 34m,"Coming-of-Age, Drama"
Dexter: Resurrection,2025–,9.7,42K,N/A,1h 7m,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Crime, Drama, Thriller"
Jug Jugg Jeeyo,2022,6.1,42K,N/A,2h 28m,"Hindi, Comedy, Drama, Family, Romance"
Attack on Titan,2013–2023,9.6,42K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
Arcane,2021–2024,9.7,42K,N/A,39m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Tom & Jerry,2021,5.3,42K,32,1h 41m,"Animal Adventure, Computer Animation, Slapstick, Adventure, Animation, Comedy, Family, Fantasy"
Sierra Burgess Is a Loser,2018,5.7,42K,60,1h 45m,"Coming-of-Age, Dark Comedy, Comedy, Drama, Romance"
Jupiter's Legacy,2021,6.7,42K,N/A,TV-MA,"Superhero, Action, Adventure, Drama, Fantasy, Sci-Fi"
Hold the Dark,2018,5.7,42K,63,2h 5m,"Suspense Mystery, Tragedy, Action, Crime, Drama, Mystery, Thriller"
'83,2021,7.5,42K,N/A,2h 42m,"Hindi, Biography, Drama, History, Sport"
Kimi,2022,6.3,42K,79,1h 29m,"Cyber Thriller, Crime, Drama, Mystery, Thriller"
The Resident,2018–2023,7.8,42K,N/A,TV-14,"Medical Drama, Drama"
The Rental,2020,5.7,42K,62,1h 28m,"Psychological Drama, Psychological Horror, Psychological Thriller, Slasher Horror, Suspense Mystery, Drama, Horror, Mystery, Thriller"
Harley Quinn,2019–,8.4,42K,N/A,TV-MA,"Adult Animation, Dark Comedy, Raunchy Comedy, Satire, Superhero, Action, Adventure, Animation, Comedy, Crime"
Peninsula,2020,5.5,42K,51,1h 56m,"Korean, Zombie Horror, Action, Drama, Horror, Thriller"
The Kissing Booth 2,2020,5.7,42K,39,2h 14m,"Feel-Good Romance, Romantic Comedy, Comedy, Romance"
C'mon C'mon,2021,7.3,42K,82,1h 49m,"Coming-of-Age, Docudrama, Drama"
Operation Mincemeat,2021,6.6,42K,N/A,2h 8m,"Period Drama, Drama, War"
Attack on Titan,2013–2023,9.5,42K,65,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
The Innocent,2021,7.8,42K,51,TV-MA,"Spanish, Conspiracy Thriller, Crime, Drama, Mystery, Thriller"
Dexter: Resurrection,2025–,9.5,42K,N/A,51m,"Dark Comedy, Psychological Drama, Psychological Thriller, Serial Killer, Crime, Drama, Thriller"
Death of a Unicorn,2025,5.9,42K,N/A,1h 47m,"Dark Comedy, Dark Fantasy, Folk Horror, Monster Horror, Comedy, Fantasy, Horror, Thriller"
Unfriended: Dark Web,2018,6,42K,53,1h 32m,"Cyber Thriller, Found Footage Horror, Psychological Horror, Slasher Horror, Supernatural Horror, Teen Horror, Horror, Mystery, Thriller"
Slender Man,2018,3.3,42K,30,1h 33m,"Psychological Horror, Supernatural Horror, Teen Horror, Horror, Mystery, Thriller"
Kisi Ka Bhai Kisi Ki Jaan,2023,3.9,42K,N/A,2h 25m,"Hindi, One-Person Army Action, Action, Comedy, Drama, Romance"
Arcane,2021–2024,9.5,42K,N/A,41m,"Action Epic, Adult Animation, Computer Animation, Dark Fantasy, Dystopian Sci-Fi, Epic, Political Drama, Psychological Drama, Steampunk, Supernatural Fantasy"
Bluey,2018–,9.3,42K,N/A,TV-Y,"Animal Adventure, Hand-Drawn Animation, Animation, Family"
Madgaon Express,2024,7,42K,N/A,2h 23m,"Hindi, Road Trip, Comedy, Drama"
The Last Kingdom: Seven Kings Must Die,2023,6.9,42K,48,1h 57m,"Action Epic, Action, Drama, History"
The Act,2019,7.8,42K,N/A,TV-MA,"Docudrama, True Crime, Biography, Crime, Drama, Thriller"
Shotgun Wedding,2022,5.5,42K,46,1h 41m,"Feel-Good Romance, High-Concept Comedy, Romantic Comedy, Action, Comedy, Romance"
Life of the Party,2018,5.6,42K,46,1h 45m,"Quirky Comedy, Raunchy Comedy, Comedy"
On the Basis of Sex,2018,7.1,42K,59,2h,"Docudrama, Legal Drama, Biography, Drama, History"
The Protégé,2021,6.1,41K,48,1h 49m,"One-Person Army Action, Action, Crime, Thriller"
The Lord of the Rings: The Rings of Power,2022–,7,41K,N/A,1h 11m,"Adventure Epic, Epic, Fantasy Epic, Sword & Sorcery, Action, Adventure, Drama, Fantasy"
The Crowded Room,2023,7.7,41K,75,TV-MA,"Period Drama, Psychological Thriller, Serial Killer, Whodunnit, Biography, Crime, Drama, Mystery, Thriller"
The Count of Monte-Cristo,2024,7.6,41K,N/A,2h 58m,"French, Period Drama, Swashbuckler, Action, Adventure, Drama, Romance, Thriller"
Murder in Mahim,2024–,7.4,41K,N/A,N/A,"Hindi, Mystery"
Stay Close,2021,6.9,41K,N/A,TV-MA,"Psychological Drama, Suspense Mystery, Comedy, Crime, Drama, Mystery, Thriller"
Succession,2018–2023,9.9,41K,N/A,1h 2m,"Dark Comedy, Epic, Satire, Tragedy, Workplace Drama, Comedy, Drama, Financial Drama"
Attack on Titan,2013–2023,9.4,41K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
The Eyes of Tammy Faye,2021,6.6,41K,55,2h 6m,"Docudrama, Showbiz Drama, Biography, Drama, Romance"
The Burial,2023,7.1,41K,74,2h 6m,"Docudrama, Legal Drama, Drama"
Greta,2018,6.1,41K,24,1h 38m,"Dark Comedy, Psychological Thriller, Drama, Mystery, Thriller"
Holmes & Watson,2018,3.9,41K,54,1h 30m,"Buddy Comedy, Bumbling Detective, Parody, Slapstick, True Crime, Whodunnit, Comedy, Crime, Mystery"
Red Rocket,2021,7.1,41K,76,2h 10m,"Dark Comedy, Raunchy Comedy, Romantic Comedy, Comedy, Drama, Romance"
Stan & Ollie,2018,7.2,41K,75,1h 38m,"Biography, Comedy, Drama, Family, History"
Skeleton Crew,2024–2025,7.1,41K,N/A,TV-PG,"Globetrotting Adventure, Space Sci-Fi, Action, Adventure, Sci-Fi"
The Banker,2020,7.3,41K,59,2h,"Period Drama, Biography, Drama, Financial Drama"
"Quo Vadis, Aida?",2020,8,41K,97,1h 41m,"Tragedy, Drama, History, War"
Auron Mein Kahan Dum Tha,2024,6.3,41K,N/A,2h 30m,"Hindi, Action, Crime, Drama, Romance"
The Last of Us,2023–,7.2,41K,N/A,59m,"Dystopian Sci-Fi, Psychological Drama, Quest, Survival, Zombie Horror, Action, Adventure, Drama, Horror, Sci-Fi"
Sugar,2024–,7.4,41K,N/A,TV-MA,"Hard-boiled Detective, Suspense Mystery, Crime, Drama, Mystery, Thriller"
One Piece,1999–,9.8,41K,N/A,24m,"Japanese, Action Epic, Adventure Epic, Anime, Epic, Fantasy Epic, Globetrotting Adventure, Hand-Drawn Animation, Martial Arts, Quest"
My Name,2021,7.8,41K,N/A,TV-MA,"Korean, Drug Crime, Korean Drama, Suspense Mystery, Action, Crime, Drama, Mystery, Thriller"
Inside Man,2022,6.7,41K,N/A,TV-MA,"Prison Drama, Crime, Drama, Mystery, Thriller"
The Society,2019,7.1,41K,N/A,TV-MA,"Dystopian Sci-Fi, Teen Drama, Drama, Mystery, Sci-Fi, Thriller"
The Dropout,2022,7.5,41K,N/A,TV-MA,"Docudrama, Medical Drama, Biography, Drama"
Cherry,2021,6.6,41K,44,2h 22m,"Psychological Drama, Tragedy, Biography, Crime, Drama"
I Saw the TV Glow,2024,5.8,41K,86,1h 40m,"Body Horror, Coming-of-Age, Psychological Drama, Psychological Horror, Suspense Mystery, Drama, Horror, Mystery"
Wicked Little Letters,2023,7,41K,58,1h 40m,"Dark Comedy, Biography, Comedy, Crime, Drama, History, Mystery"
The Fallout,2021,7,41K,84,1h 36m,"Coming-of-Age, Teen Drama, Drama"
Arif V 216,2018,6.9,41K,N/A,2h 5m,"Turkish, Comedy, Sci-Fi"
Robot,2015–2019,9.9,41K,N/A,56m,"Cyber Thriller, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller"
Vengeance,2022,6.8,41K,65,1h 47m,"Dark Comedy, Suspense Mystery, Whodunnit, Comedy, Music, Mystery, Thriller"
The Cost of Deception,2021,1.5,41K,N/A,2h 5m,"True Crime, Action, Crime, Drama, History, Thriller"
Love at First Sight,2023,6.8,41K,55,1h 31m,"Drama, Romance"
House of the Dragon,2022–,8.2,41K,N/A,59m,"Fantasy Epic, Political Drama, Sword & Sorcery, Action, Adventure, Drama, Fantasy, Romance"
Wrong Turn,2021,5.6,41K,46,1h 49m,"Folk Horror, Psychological Drama, Psychological Horror, Psychological Thriller, Slasher Horror, Suspense Mystery, Drama, Horror, Mystery, Thriller"
Varisu,2023,5.9,41K,N/A,2h 49m,"Tamil, One-Person Army Action, Action, Comedy, Drama"
Legacies,2018–2022,7.2,41K,N/A,TV-14,"Supernatural Fantasy, Teen Drama, Teen Fantasy, Vampire Horror, Werewolf Horror, Adventure, Drama, Fantasy, Horror, Mystery"
Vettaiyan,2024,6.9,41K,N/A,2h 43m,"Tamil, Cop Drama, One-Person Army Action, Action, Crime, Drama"
Eric,2024,6.9,41K,N/A,TV-MA,"Psychological Drama, Crime, Drama, Thriller"
Under the Banner of Heaven,2022,7.5,41K,N/A,TV-MA,"Cop Drama, Police Procedural, True Crime, Crime, Drama, Mystery, Thriller"
Memory,2022,5.7,41K,N/A,1h 54m,"One-Person Army Action, Action, Crime, Thriller"
The School for Good and Evil,2022,5.9,41K,41,2h 27m,"Supernatural Fantasy, Action, Comedy, Drama, Fantasy"
Death to 2020,2020,6.8,41K,30,1h 10m,"Mockumentary, Comedy"
Mahavatar Narsimha,2024,8.7,41K,N/A,2h 10m,"Hindi, Action Epic, Adult Animation, Computer Animation, Epic, Fantasy Epic, Action, Animation, Drama, Fantasy"
Station Eleven,2021–2022,7.6,41K,N/A,TV-MA,"Dystopian Sci-Fi, Suspense Mystery, Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller"
The Instigators,2024,6.2,41K,48,1h 41m,"Buddy Comedy, Caper, Whodunnit, Action, Comedy, Crime, Drama, Mystery, Thriller"
Super 30,2019,7.9,41K,N/A,2h 34m,"Hindi, Biography, Drama"
Better Man,2024,7.5,41K,77,2h 15m,"Dark Comedy, Docudrama, Psychological Drama, Biography, Fantasy, Music, Musical"
Better Call Saul,2015–2022,9.7,40K,N/A,47m,"Drug Crime, Epic, Legal Drama, Psychological Drama, Tragedy, Crime, Drama"
Bade Miyan Chote Miyan,2024,3.8,40K,N/A,2h 43m,"Hindi, Action Epic, Artificial Intelligence, Globetrotting Adventure, Action, Adventure, Sci-Fi, Thriller"
The Out-Laws,2023,5.4,40K,36,1h 35m,"Caper, Romantic Comedy, Action, Comedy, Crime, Romance"
Color of Victory,2024,6.1,40K,N/A,2h 37m,"Turkish, Drama, History, Sport"
The Old Guard 2,2025,5.1,40K,44,1h 47m,"Superhero, Action, Adventure, Fantasy, Thriller"
My Spy,2020,6.4,40K,46,1h 39m,"Buddy Comedy, Action, Comedy"
The Angry Birds Movie 2,2019,6.4,40K,N/A,1h 37m,"Animal Adventure, Computer Animation, Slapstick, Action, Adventure, Animation, Comedy, Family"
The Glory,2022–2023,8.2,40K,60,TV-MA,"Korean, Korean Drama, Psychological Drama, Drama, Mystery, Thriller"
The Professor,2018,6.7,40K,37,1h 30m,"Comedy, Drama"
Disclaimer,2024,7.5,40K,N/A,TV-MA,"Psychological Thriller, Whodunnit, Drama, Mystery, Thriller"
They Shall Not Grow Old,2018,8.2,40K,N/A,1h 39m,"History Documentary, Military Documentary, Documentary, History, War"
Sweet Home,2020–2024,7.2,40K,91,TV-MA,"Korean, Korean Drama, Monster Horror, Splatter Horror, Supernatural Fantasy, Supernatural Horror, Survival, Teen Horror, Zombie Horror, Drama"
Shiva Baby,2020,7.1,40K,57,1h 17m,"Dark Comedy, Psychological Drama, Raunchy Comedy, Comedy, Drama"
Nonnas,2025,6.8,40K,N/A,1h 51m,Comedy
Badhaai Ho,2018,7.9,40K,79,2h 4m,"Hindi, Comedy, Drama"
Attack on Titan,2013–2023,8.9,40K,N/A,24m,"Japanese, Action Epic, Adult Animation, Anime, Body Horror, Dark Fantasy, Folk Horror, Hand-Drawn Animation, Monster Horror, Shōnen"
The Lord of the Rings: The Rings of Power,2022–,7.7,40K,N/A,1h 12m,"Adventure Epic, Epic, Fantasy Epic, Sword & Sorcery, Action, Adventure, Drama, Fantasy"
Black Mirror,2011–,7.4,40K,N/A,1h 19m,"Cyber Thriller, Dystopian Sci-Fi, Psychological Drama, Psychological Thriller, Suspense Mystery, Tragedy, Crime, Drama, Mystery, Sci-Fi"
The Forgotten Battle,2020,7.1,40K,N/A,2h 4m,"Dutch, Action, Adventure, War"
It's a Sin,2021,8.6,40K,N/A,TV-MA,"Coming-of-Age, Drama"
Everybody Knows,2018,6.9,40K,68,2h 13m,"Spanish, Crime, Drama, Mystery, Thriller"
Another Life,2019–2021,5.3,40K,N/A,TV-MA,"Alien Invasion, Artificial Intelligence, Space Sci-Fi, Suspense Mystery, Adventure, Drama, Mystery, Sci-Fi, Thriller"
Article 15,2019,8.1,40K,N/A,2h 10m,"Hindi, True Crime, Crime, Drama, Mystery, Thriller"
22-Jul,2018,6.8,40K,69,2h 23m,"Docudrama, Tragedy, True Crime, Crime, Drama, History, Thriller"
The Nightingale,2018,7.3,40K,77,2h 16m,"Period Drama, Psychological Thriller, Adventure, Drama, Thriller, Western"
Firefly Lane,2021–2023,7.7,40K,N/A,TV-MA,"Feel-Good Romance, Drama, Romance"
Ip Man 4: The Finale,2019,7,40K,N/A,1h 47m,"Cantonese, Kung Fu, Martial Arts, Action, Biography, Drama, History"
The Clovehitch Killer,2018,6.5,40K,62,1h 49m,"Coming-of-Age, Psychological Horror, Psychological Thriller, Serial Killer, Teen Drama, Teen Horror, Whodunnit, Crime, Drama, Horror"
Culpa Mía,2023,6.1,40K,59,1h 57m,"Spanish, Steamy Romance, Teen Romance, Drama, Romance"
Padmaavat,2018,7.1,40K,63,2h 43m,"Hindi, Epic, Historical Epic, Period Drama, Drama, History, War"
Boston Strangler,2023,6.5,40K,58,1h 52m,"Docudrama, Period Drama, Serial Killer, True Crime, Crime, Drama, History, Thriller"
The Midnight Club,2022,6.5,40K,N/A,TV-MA,"Drama, Horror, Mystery, Thriller"
The Darkest Minds,2018,5.7,40K,39,1h 44m,"Superhero, Action, Adventure, Drama, Romance, Sci-Fi, Thriller"
The Invitation,2022,5.3,40K,45,1h 45m,"Folk Horror, Vampire Horror, Horror, Thriller"
The Aeronauts,2019,6.6,40K,60,1h 40m,"Dark Comedy, Period Drama, Action, Adventure, Drama, Romance"
The Nutcracker and the Four Realms,2018,5.6,39K,39,1h 39m,"Holiday Family, Quest, Teen Fantasy, Adventure, Family, Fantasy, Holiday"
The Swimmers,2022,7.4,39K,62,2h 14m,"Docudrama, Water Sport, Biography, Drama, Sport"
Beckham,2023,8.1,39K,N/A,TV-MA,"Soccer, Sports Documentary, Biography, Documentary, Sport"
Dumplin',2018,6.5,39K,53,1h 50m,"Comedy, Drama"
Parallel Mothers,2021,7.1,39K,88,2h 3m,"Spanish, Coming-of-Age, Psychological Drama, Drama"
Megalopolis,2024,4.7,39K,55,2h 18m,"Dark Fantasy, Epic, Fantasy Epic, Sci-Fi Epic, Tragedy, Drama, Fantasy, Sci-Fi"
Things Heard & Seen,2021,5.3,39K,49,2h 1m,"Supernatural Horror, Suspense Mystery, Drama, Horror, Mystery, Thriller"
Prospect,2018,6.3,39K,68,1h 40m,"Dystopian Sci-Fi, Survival, Adventure, Drama, Sci-Fi, Thriller"
Modern Love,2019–2021,7.9,39K,N/A,TV-MA,"Feel-Good Romance, Quirky Comedy, Romantic Comedy, Comedy, Drama, Romance"
Anatomy of a Scandal,2022,7,39K,N/A,TV-MA,"Epic, Legal Drama, Legal Thriller, Political Drama, Drama, Mystery, Thriller"
Mute,2018,5.5,39K,35,2h 6m,"Cyberpunk, Mystery, Sci-Fi, Thriller"
The Dry,2020,6.8,39K,58,1h 57m,"Cop Drama, Police Procedural, Tragedy, Whodunnit, Crime, Drama, Mystery, Thriller"
Mean Girls,2024,5.5,39K,69,1h 52m,"Pop Musical, Teen Comedy, Comedy, Musical"
Midnight Sun,2018,6.6,39K,50,1h 31m,"Coming-of-Age, Drama, Romance"
Wolf Man,2025,5.6,39K,38,1h 43m,"Body Horror, Werewolf Horror, Horror"
